respondent_serial,respondent_id,country,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,levelsch,highestlevel,unisch,postgradsch,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,noofchildren,childage,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,q20_q211,q20_q212,q20_q213,q20_q214,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_education1,ban_education2,ban_education3,ban_education4,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_no_ofchildren,ban_age_youngest,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
989,GEN24_2340,Singapore,2005,16,16,16-24 years old,Female,Full-time student,Secondary school,Secondary school,-,-,Other Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,-,-,No personal income,"$4,000-$5,999",No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,-,-,-,-,16-24 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,Yes,No,Fairness_Cheating
107,GEN24_2341,Singapore,1975,46,46,45-54 years old,Female,Employee (working full-time in private sector),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Local University in Singapore,Health and Social Services,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Disagree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,-,-,"$3,000-$3,999","$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,45-54 yo,Female,Medium ($3k to $7.9k),Low (below $4k),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",B2B,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Purity_Degradation
109,GEN24_2342,Singapore,1983,38,38,35-44 years old,Female,"Unemployed, for more than 1 week but less than 6 months",-,Secondary school,-,-,Administrative and Support Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",2,3,1,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,No,-,-,No personal income,No household income,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,-,-,-,-,35-44 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,Neutral,No,No,No,No,Yes,No,Yes,Fairness_Cheating
121,GEN24_2343,Singapore,1972,49,49,45-54 years old,Male,Employee (working full-time in private sector),-,None or Primary school,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Agree,Agree,Neutral,People should have the right to say what they want without being punished for it (or face any consequences),4,Married,Yes,3,7 to 12 years old,"$4,000-$5,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,45-54 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,Neutral,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
114,GEN24_2344,Singapore,1946,75,75,65 years old and above,Male,Retiree,-,None or Primary school,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,3,22 years or older,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,65 yo +,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Authority_Subversion
119,GEN24_2345,Singapore,1980,41,41,35-44 years old,Male,Employee (working full-time in public service),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Singapore Public Service/ Government employees,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,1,1 to 6 years old,"$10,000-$14,999","$20,000-$29,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,35-44 yo,Male,High ($8k and above),High ($10k and above),No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,1 child,1 to 6 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
254,GEN24_2346,Singapore,2003,18,18,16-24 years old,Female,Full-time student,ITE/Vocational Institute,ITE/Vocational Institute,-,-,Singapore Public Service/ Government employees,"Non-management (Clerical/ Technical staff, General Worker)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Agree,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Single,No,-,-,No personal income,"$3,000-$3,999",No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,16-24 yo,Female,Low (below $3k),Low (below $4k),No,Yes,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,Neutral,Neutral,Neutral,No,No,Yes,No,No,No,Yes,Loyal_betrayal
260,GEN24_2347,Singapore,1970,51,51,45-54 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Health and Social Services,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,2,22 years or older,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,45-54 yo,Male,-,-,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,Neutral,Neutral,No,No,Yes,No,No,No,Yes,Harm_Care
268,GEN24_2348,Singapore,1970,51,51,45-54 years old,Male,Employee (working full-time in private sector),-,None or Primary school,-,-,Construction,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Agree,Agree,Agree,Agree,People should have the right to say what they want without being punished for it (or face any consequences),4,Married,Yes,2,13 to 17 years old,"$4,000-$5,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,45-54 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,13 to 17 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
272,GEN24_2349,Singapore,1990,31,31,25-34 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",2,1,3,Agree,Disagree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,-,-,"$3,000-$3,999","$10,000-$14,999",No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,25-34 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,B2B,T2B,T2B,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
75,GEN24_2351,Singapore,1954,67,67,65 years old and above,Female,Employee (working part-time/casual),-,None or Primary school,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Disagree,Neutral,Disagree,Disagree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,2,22 years or older,"Below $1,000","Below $1,000",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",B2B,Neutral,B2B,B2B,T2B,No,No,Yes,No,No,No,Yes,Harm_Care
77,GEN24_2352,Singapore,1979,42,42,35-44 years old,Female,Employee (working part-time/casual),-,Secondary school,-,-,Administrative and Support Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,2,7 to 12 years old,"Below $1,000","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,35-44 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
85,GEN24_2354,Singapore,1995,26,26,25-34 years old,Male,"Unemployed, for more than 1 week but less than 6 months",-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Agree,Agree,Disagree,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Single,No,-,-,No personal income,"$1,000-$1,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Male,Low (below $3k),Low (below $4k),No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,B2B,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
89,GEN24_2355,Singapore,1980,41,41,35-44 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Transportation and Storage,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",3,2,1,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,2,13 to 17 years old,"$3,000-$3,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,13 to 17 years old,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,Neutral,Neutral,Neutral,T2B,No,No,No,Yes,No,Yes,No,Liberty_Oppression
328,GEN24_2356,Singapore,1994,27,27,25-34 years old,Female,Employee (working full-time in private sector),-,Polytechnic,-,-,Health and Social Services,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Disagree,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Single,No,-,-,"$3,000-$3,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,B2B,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
455,GEN24_2357,Singapore,1987,34,34,25-34 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Financial and Insurance Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,-,-,"$6,000-$7,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,25-34 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
457,GEN24_2359,Singapore,1993,28,28,25-34 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Financial and Insurance Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Disagree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Single,No,-,-,"$6,000-$7,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,25-34 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,B2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
478,GEN24_2360,Singapore,1964,57,57,55-64 years old,Male,Retiree,-,None or Primary school,-,-,Transportation and Storage,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Neutral,Agree,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,5 and more,22 years or older,No personal income,"$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Male,Low (below $3k),High ($10k and above),Yes,No,No,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - More than 3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,T2B,Neutral,T2B,T2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
334,GEN24_2361,Singapore,1962,59,59,55-64 years old,Male,Employee (working full-time in private sector),-,Polytechnic,-,-,Construction,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",3,1,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,People should have the right to say what they want without being punished for it (or face any consequences),4,Married,Yes,2,22 years or older,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
337,GEN24_2362,Singapore,2005,16,16,16-24 years old,Male,Full-time student,Polytechnic,ITE/Vocational Institute,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Neutral,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Single,No,-,-,No personal income,"$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,16-24 yo,Male,Low (below $3k),High ($10k and above),No,Yes,Yes,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
340,GEN24_2363,Singapore,1994,27,27,25-34 years old,Male,Employee (working full-time in private sector),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Overseas Institutions outside Singapore,Financial and Insurance Activities,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Neutral,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Single,No,-,-,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,25-34 yo,Male,-,-,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
